,X.1,Title,Studio,calWeeklyGross,totTheatreCount,totGross,totBudget,WeeksOn,startYear,startWeek,X,Search,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
2819,2819,Tulip Fever,Wein.,2546500,1962,2479700,         NA,9,2017,35,2364,Tulip Fever,NA,R,1/09/2017,105 min,"Drama, History, Romance",Justin Chadwick,"Deborah Moggach (screenplay by), Tom Stoppard (screenplay by), Deborah Moggach (based upon the novel by)","Alicia Vikander, Dane DeHaan, Jack O'Connell, Holliday Grainger",An artist falls for a young married woman while he's commissioned to paint her portrait during the Tulip mania of 17th century Amsterdam.,English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BZDY3MTAyNmEtZDY1Yi00NGY5LTg1ZDctNDQ2N2FlMmRlYWU0XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_SX300.jpg,62,9,38,11653,tt0491203,movie,28/11/2017,The Weinstein Company,N/A
2820,2820,Tully (2018),Focus,9225400,3857,9225500,         NA,9,2018,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2821,2821,Tumbledown,SM,142800,110,142900,         NA,3,2016,6,2365,Tumbledown,NA,R,5/02/2016,105 min,"Comedy, Music, Romance",Sean Mewshaw,"Sean Mewshaw (story), Desiree Van Til (screenplay), Desiree Van Til, Desi van Til (story), Desi van Til","Rebecca Hall, Dianna Agron, Joe Manganiello, Jason Sudeikis","A young woman struggles to move on with her life after the death of her husband, an acclaimed folk singer, when a brash New York writer forces her to confront her loss and the ambiguous circumstances of his death.",English,"USA, Canada",1 nomination.,https://ia.media-imdb.com/images/M/MV5BMTU5MzkwOTQ1M15BMl5BanBnXkFtZTgwMjcxMzg2NzE@._V1_SX300.jpg,62,NA,60,5187,tt2338424,movie,NA,Starz,N/A
2822,2822,Tunnel,WGUSA,619700,95,619700,         NA,5,2016,35,2366,Tunnel,NA,TV-14,26/08/2016,126 min,"Action, Drama, Thriller",Seong-hun Kim,Seong-hun Kim,"Jung-woo Ha, Doona Bae, Dal-su Oh, Jeong-geun Sin","A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped.",Korean,South Korea,3 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMjE3ODYwODE2OV5BMl5BanBnXkFtZTgwMjM5ODA2OTE@._V1_SX300.jpg,69,NA,68,4701,tt5910280,movie,NA,N/A,N/A
2823,2823,Turbo Kid,EpicPics,75100,36,72500,         NA,5,2015,35,2367,Turbo Kid,NA,NOT RATED,28/08/2015,93 min,"Action, Comedy, Horror","François Simard, Anouk Whissell, Yoann-Karl Whissell","François Simard, Anouk Whissell, Yoann-Karl Whissell","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright","In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",English,"Canada, New Zealand, USA",21 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1NjkwNDQ0NF5BMl5BanBnXkFtZTgwMTkyOTE2NjE@._V1_SX300.jpg,67,89,60,22311,tt3672742,movie,NA,Epic Pictures Releasing,http://www.turbo-kid.com/
2824,2824,Turn It Around: The Story of East Bay Punk,Abr.,72400,20,72400,         NA,8,2017,30,2368,Turn It Around: The Story of East Bay Punk,NA,N/A,31/05/2017,155 min,"Documentary, History, Music",Corbett Redford,"Anthony Marchitiello, Corbett Redford","Billie Joe Armstrong, Iggy Pop, Miranda July, Silas Howard",A documentary spanning over 30 years of the California Bay Area's punk music history with a central focus on the emergence of Berkeley's inspiring 924 Gilman Street music collective.,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMDljZTNiYzktYjQ5OS00NWE0LWJhOWQtOTgzZTMxYjgwMzAyXkEyXkFqcGdeQXVyMTg3NDk1ODc@._V1_SX300.jpg,87,88,NA,11,tt3913194,movie,NA,Abramorama,https://eastbaypunk.com/
2825,2825,Tusk,A24,2074700,1257,2040200,         NA,8,2014,38,2369,Tusk,NA,R,19/09/2014,102 min,"Comedy, Drama, Horror",Kevin Smith,Kevin Smith,"Michael Parks, Justin Long, Genesis Rodriguez, Haley Joel Osment",A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,English,USA,2 wins & 7 nominations.,https://ia.media-imdb.com/images/M/MV5BNmQyMmUzMmYtMTA4OS00ZmRjLWE0NWYtNjc0ZGM0N2E4YzQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,54,42,55,36632,tt3099498,movie,30/12/2014,A24 Films,http://www.TuskTheMovie.com
2826,2826,Twenty (2015),CJ,141900,46,142000,         NA,3,2015,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2827,2827,Twenty Two,CL,47500,21,47500,         NA,2,2017,36,2370,Twenty Two,NA,N/A,8/09/2017,112 min,"Documentary, Crime, History",Ke Guo,N/A,N/A,"An estimated 200,000 Chinese women were forced into prostitution by the Japanese army during WWII. Only 22 of them remain today to speak out publicly. This documentary is not a film for ...","Mandarin, Chinese",China,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BYWZjNWI5OTYtZDEwYy00YTY5LTllNGMtYzJiMDNmOTM3NGY1XkEyXkFqcGdeQXVyNjc2MDYyODM@._V1_SX300.jpg,76,NA,NA,133,tt3843282,movie,NA,N/A,N/A
2828,2828,Two-Bit Waltz,Mont.,NA,15,2900,         NA,8,2014,43,2371,Two-Bit Waltz,NA,R,19/04/2014,81 min,"Comedy, Drama, Family",Clara Mamet,Clara Mamet,"Clara Mamet, William H. Macy, Jared Gilman, Rebecca Pidgeon","Suspension from school, the loss of a friend, a broken heart and lack of inspiration lead to Maude's downfall in this romp through teenage error.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIzNTIxNDk5NV5BMl5BanBnXkFtZTgwNTg3MjU5OTE@._V1_SX300.jpg,49,NA,NA,359,tt2570224,movie,23/12/2014,Monterey Media,http://www.facebook.com/twobitwaltz
2829,2829,"Two Days, One Night",IFC,1634700,643,1607600,         NA,9,2014,51,2372,"Two Days, One Night",NA,PG-13,21/05/2014,95 min,Drama,"Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Baptiste Sornin","Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job.","French, Arabic, English","Belgium, France, Italy",Nominated for 1 Oscar. Another 40 wins & 73 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyMzczMDI0NF5BMl5BanBnXkFtZTgwNjI5Nzk3MTE@._V1_SX300.jpg,74,97,89,39305,tt2737050,movie,25/08/2015,IFC Films,http://www.ifcfilms.com/films/two-days-one-night
2830,2830,Two Men Went to War (2018 re-release),Indic.,1200,2,1200,         NA,3,2018,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2831,2831,Two Night Stand,EOne,20800,5,20800,         NA,1,2014,39,2373,Two Night Stand,NA,R,26/09/2014,86 min,"Comedy, Romance",Max Nichols,Mark Hammer,"Analeigh Tipton, Miles Teller, Jessica Szohr, Kid Cudi",A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand as the blizzard goes through the night.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjMwNDg0NDMwOF5BMl5BanBnXkFtZTgwOTc3MjA0MjE@._V1_SX300.jpg,64,40,45,57291,tt2140619,movie,6/01/2015,E One Entertainment,http://www.facebook.com/TwoNightStandMovie
2832,2832,Tyler Perry's Acrimony,LGF,43038400,7923,43038400,         NA,9,2018,13,NA,NA,NA,R,30/03/2018,120 min,Thriller,Tyler Perry,Tyler Perry,"Taraji P. Henson, Lyriq Bent, Crystle Stewart, Jazmyn Simon","A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzk0MzYxMzc2MV5BMl5BanBnXkFtZTgwNzU5OTc4NDM@._V1_SX300.jpg,55,21,32,3893,tt6063050,movie,26/06/2018,Lionsgate,https://www.acrimony.movie
2833,2833,Tyler Perry's Boo 2! A Madea Halloween,LGF,47783600,9817,47783500,2500000,8,2017,42,NA,NA,NA,PG-13,20/10/2017,101 min,"Comedy, Horror",Tyler Perry,Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat","Madea, Bam, and Hattie venture to a haunted campground and the group must run for their lives when monsters, goblins, and the boogeyman are unleashed.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTgxNzk4ODA3Nl5BMl5BanBnXkFtZTgwOTkyOTg1MzI@._V1_SX300.jpg,36,6,17,2661,tt6217804,movie,30/01/2018,Lionsgate,http://www.Boo.movie
2834,2834,Ugetsu (2017 re-release),Jan.,11700,1,11700,         NA,1,2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2835,2835,"Ugly, Dirty and Bad (Re-Release)",FM,1000,3,7500,         NA,3,2016,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2836,2836,Un Gallo con Muchos Huevos,LGF,10170900,2205,9675800,530000,7,2015,36,NA,NA,NA,PG,11/09/2015,98 min,"Animation, Adventure, Comedy","Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste, Melanie Simka","Marqus Bobesich (english adaptation), Andrzej Rattinger (Additional English adaptation writing by), Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste, Melanie Simka (english adaptation), Mychal Simka (english version), Jocelyn Wright (english adaptation)","Bruno Bichir, Carlos Espejel, Angélica Vale, Omar Chaparro","Toto, a young chick born the run of the litter, rises to the occasion when a rancher threatens his home and his family.",Spanish,Mexico,4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NTc3MDIzNF5BMl5BanBnXkFtZTgwMTk1ODc0NjE@._V1_SX300.jpg,58,63,NA,770,tt4643580,movie,NA,Lionsgate Films,http://www.UnGalloMovie.com
2837,2837,Un Padre No Tan Padre,PNT,2261000,852,2260900,         NA,6,2017,4,2374,Un Padre No Tan Padre,NA,PG-13,27/01/2017,94 min,Comedy,Raúl Martínez,Alberto Bremer,"Jacqueline Bracamontes, Rafael Simón, Héctor Bonilla, Camila Selser","When Don Servando Villegas gets expelled from his retirement home, his younger son Francisco takes him in. Don Servando is about to find out the truth about his son and his way of living.",Spanish,Mexico,N/A,https://ia.media-imdb.com/images/M/MV5BMjMzNTY2ODE1OV5BMl5BanBnXkFtZTgwNDA1NDQ4MDI@._V1_SX300.jpg,69,NA,NA,869,tt4958468,movie,NA,N/A,N/A
2838,2838,Una,EF,20800,9,20800,         NA,3,2017,40,2375,Una,NA,R,1/09/2017,94 min,"Drama, Romance",Benedict Andrews,"David Harrower (based on his play ""Blackbird"")","Ruby Stokes, Rooney Mara, David Shields, Ben Mendelsohn","A woman confronts an older man, her former neighbour, to find out why he abandoned her after they had a sexual relationship.",English,"UK, Canada, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BODM3MTE3ZjAtZmE1Zi00ODg1LWI3YTItYmYwN2ExODE1YjBlXkEyXkFqcGdeQXVyMTg1MzYyMzQ@._V1_SX300.jpg,62,76,62,6673,tt2315582,movie,2/01/2018,Swen Releasing,http://bronstudios.com/portfolio/una/
2839,2839,Unbranded,Grav.,437100,258,437100,         NA,9,2015,39,2376,Unbranded,NA,PG-13,9/10/2015,106 min,Documentary,Phillip Baribeau,N/A,"Ben Masters, Jonny Fitzsimons, Thomas Glover, Ben Thamer","Sixteen mustangs, four men, one dream: to ride border to border, Mexico to Canada, up the spine of the American West. The documentary tracks four fresh-out-of-college buddies as they take ...",English,USA,2 wins.,https://ia.media-imdb.com/images/M/MV5BMTQ3ODc4MTY1OV5BMl5BanBnXkFtZTgwODA2OTUxNTE@._V1_SX300.jpg,73,73,64,1119,tt3020666,movie,24/11/2015,Gravitas Ventures,http://unbrandedthefilm.com/
2840,2840,Unbroken,Uni.,131633100,18869,132015200,6500000,9,2014,51,2377,Unbroken,NA,PG-13,25/12/2014,137 min,"Biography, Drama, Sport",Angelina Jolie,"Joel Coen (screenplay), Ethan Coen (screenplay), Richard LaGravenese (screenplay), William Nicholson (screenplay), Laura Hillenbrand (book)","Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.","English, Japanese, Italian",USA,Nominated for 3 Oscars. Another 14 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg,72,51,59,124523,tt1809398,movie,24/03/2015,Universal Pictures,http://www.unbrokenfilm.com/
2841,2841,Uncertain,LucD.,31200,16,31200,         NA,2,2017,9,2378,Uncertain,NA,N/A,16/04/2015,82 min,"Documentary, Comedy, Drama","Ewan McNicol, Anna Sandilands","Ewan McNicol, Anna Sandilands",N/A,"Uncertain is a visually stunning and disarmingly funny portrait of the literal and figurative troubled waters of Uncertain, Texas, a 94-resident town so tucked away ""you've got to be lost to find it"".",English,USA,3 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMGViNGQwNWEtYmQxZi00MTc5LThjYjctNzE3M2ExZDZjNjAxXkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg,73,100,89,200,tt2630352,movie,17/03/2017,Lucid Inc.,http://www.uncertainfilm.com/
2842,2842,Uncle Drew,LG/S,41592900,9275,41592900,         NA,7,2018,26,2379,Uncle Drew,NA,PG-13,29/06/2018,103 min,"Comedy, Sport",Charles Stone III,Jay Longino,"Kyrie Irving, Lil Rel Howery, Shaquille O'Neal, Chris Webber","After draining his life savings to enter a team in the Rucker Classic street ball tournament in Harlem, Dax (Lil Rel Howery) is dealt a series of unfortunate setbacks, including losing his ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU2MzE0NzQ1Ml5BMl5BanBnXkFtZTgwNzIyNzczNTM@._V1_SX300.jpg,57,65,57,2720,tt7334528,movie,NA,Lionsgate,https://www.uncledrew.movie/
2843,2843,Under the Electric Sky,Focus,71000,24,238200,         NA,9,2014,26,2380,Under the Electric Sky,NA,PG-13,29/05/2014,85 min,"Documentary, Music","Dan Cutforth(co-director), Jane Lipsitz(co-director)",N/A,"Avicii, Calvin Harris, Fatboy Slim, Tiësto","Beginning in 1997 with a few thousand revelers in Los Angeles, the Electric Daisy Carnival has become the largest dance music event in North America. Known for its over the top displays of ...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjM4NDg0MTkwMF5BMl5BanBnXkFtZTgwNTgxOTU3MTE@._V1_SX300.jpg,65,57,42,518,tt2966934,movie,2/09/2014,Focus Features,http://www.undertheelectricsky.com/
2844,2844,Under the Sea 3D,WB,1540900,804,39035300,         NA,496,2014,26,2381,Under the Sea 3D,NA,G,13/02/2009,40 min,"Documentary, Short",Howard Hall,"Howard Hall, Toni Myers, Graeme Ferguson",Jim Carrey,"An underwater look at the diverse coastal regions of Southern Australia, New Guinea and the Indo-Pacific areas and the impact of global warming on the oceans.",English,"USA, Canada",2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4NzczODU2MV5BMl5BanBnXkFtZTcwNzU2ODQwMg@@._V1_SX300.jpg,76,94,77,1606,tt1020876,movie,30/03/2010,IMAX/Warner Bros.,http://www.imax.com/underthesea/
2845,2845,Under the Shadow,VE,33700,26,33600,         NA,3,2016,41,2382,Under the Shadow,NA,PG-13,7/10/2016,84 min,"Drama, Horror, Thriller",Babak Anvari,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Arash Marandi","As a mother and daughter struggle to cope with the terrors of the post-revolution, war-torn Tehran of the 1980s, a mysterious evil begins to haunt their home.",Persian,"UK, Jordan, Qatar, Iran",Won 1 BAFTA Film Award. Another 18 wins & 18 nominations.,https://ia.media-imdb.com/images/M/MV5BMjIwMjQwMDU2OV5BMl5BanBnXkFtZTgwNzMwMDg2OTE@._V1_SX300.jpg,69,99,84,15519,tt4273292,movie,10/01/2017,Wigwam Films,N/A
2846,2846,Under the Skin (2014),A24,122900,60,2999300,1330000,19,2014,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2847,2847,Under the Sun (2016),Icar.,108200,28,107500,         NA,9,2016,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2848,2848,Under the Tree,Magn.,57800,34,57800,         NA,6,2018,27,2383,Under the Tree,NA,N/A,6/07/2018,89 min,"Comedy, Drama",Hafsteinn Gunnar Sigurðsson,"Huldar Breiðfjörð (story and screenplay), Hafsteinn Gunnar Sigurðsson (screenplay)","Steinþór Hróar Steinþórsson, Edda Björgvinsdóttir, Sigurður Sigurjónsson, Þorsteinn Bachmann","When Baldwin and Inga's next door neighbours complain that a tree in their backyard casts a shadow over their sundeck, what starts off as a typical spat between neighbours in the suburbs unexpectedly and violently spirals out of control.",Icelandic,"Iceland, France",N/A,https://m.media-amazon.com/images/M/MV5BMmJlYjY0NjItYzJmOC00Y2RhLTgyNGQtN2MzM2VjMWJlYWQ1XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,71,NA,72,932,tt6223806,movie,NA,N/A,N/A
2849,2849,Under the Turban,Gathr,1200,1,1200,         NA,-,2018,16,2384,Under the Turban,NA,N/A,23/10/2016,89 min,Documentary,"Satinder Garcha, Mike Rogers(co-director), Meghan Shea(co-director)",N/A,N/A,"A young, modern, Sikh family travels the globe meeting with diverse communities of Sikhs to explore their roots and identity in Sikhism, the world's fifth largest religion.",English,"Singapore, USA, Argentina, Canada, India, Italy, UK",N/A,https://m.media-amazon.com/images/M/MV5BMWZiN2U1OTktZmNlZi00ZDA4LThkNWYtYTA0YzU1YWE2Zjk5XkEyXkFqcGdeQXVyMjU4MDUyNA@@._V1_SX300.jpg,57,NA,NA,6,tt5700402,movie,NA,N/A,N/A
2850,2850,Underworld: Blood Wars,SGem,31830400,8510,31830500,3500000,9,2017,1,2385,Underworld: Blood Wars,NA,R,6/01/2017,91 min,"Action, Adventure, Fantasy",Anna Foerster,"Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)","Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.","English, Saami",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI5Njk0NTIyNV5BMl5BanBnXkFtZTgwNjU4MjY5MDI@._V1_SX300.jpg,58,21,23,57703,tt3717252,movie,25/04/2017,Lakeshore Entertainment,http://www.underworldbloodwars-movie.com/site/
2851,2851,Undrafted,INDEP,6300,20,6300,         NA,1,2016,29,2386,Undrafted,NA,UNRATED,15/07/2016,90 min,"Comedy, Drama, Sport",Joseph Mazzello,Joseph Mazzello,"Matt Barr, Jim Belushi, Casey Bond, Robert Curtis Brown","When twelve ragtag teammates set out to play what should be a meaningless summer intramural baseball game, it ends up becoming the most important game of their lives.",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMTA5ODk2ODY3ODFeQTJeQWpwZ15BbWU4MDQ5OTg5MTkx._V1_SX300.jpg,62,14,NA,731,tt3172126,movie,15/07/2016,Dead Fish Films,N/A
2852,2852,Unfinished Business,Fox,11660100,6370,11549500,3500000,6,2015,10,2387,Unfinished Business,NA,R,6/03/2015,91 min,Comedy,Ken Scott,Steve Conrad,"Vince Vaughn, Tom Wilkinson, Dave Franco, Sienna Miller",A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable - and unimaginable.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,54,10,32,27133,tt2358925,movie,16/06/2015,20th Century Fox,http://www.UnfinishedBusinesstheMovie.com
2853,2853,Unforgettable (2017),WB,11774400,6418,11774500,1200000,6,2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2854,2854,Unfreedom,DFL,4200,10,4200,         NA,2,2015,22,2388,Unfreedom,NA,NOT RATED,29/05/2015,102 min,"Crime, Drama, Romance",Raj Amit Kumar,"Damon J. Taylor (screenplay), Raj Amit Kumar (screenplay), Raj Amit Kumar (story), Adam Davis (script contribution), Kamran Iqbal (script contribution)","Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta","A society is torn apart by political, religious, and sexual turmoil.","English, Hindi","USA, India",2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzMTI0NTMwOF5BMl5BanBnXkFtZTgwODI3MjM5NDE@._V1_SX300.jpg,64,0,24,1585,tt2049630,movie,NA,Dark Frames,http://www.unfreedommovie.com/
2855,2855,Unfriended,Uni.,34972100,10332,34972000,100000,6,2015,16,2389,Unfriended,NA,R,17/04/2015,83 min,"Drama, Horror, Mystery",Levan Gabriadze,Nelson Greaves,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMzdlNWI2MjYtMWY3ZC00N2EzLWIzNTgtZDY2NGI4OTY3Yzc5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,56,63,59,56663,tt3713166,movie,11/08/2015,Universal Pictures,http://www.facebook.com/UnfriendedMovie
