,Search,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
708,La La Land,La La Land,NA,PG-13,25/12/2016,128 min,"Comedy, Drama, Music",Damien Chazelle,Damien Chazelle,"Ryan Gosling, Emma Stone, Amiée Conn, Terry Walters","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",English,"USA, Hong Kong",Won 6 Oscars. Another 215 wins & 254 nominations.,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,81,92,93,377662,tt3783958,movie,25/04/2017,Liongate Films,http://www.lalaland.movie/
709,La Sapienza,La Sapienza,NA,UNRATED,24/11/2014,101 min,Drama,Eugène Green,Eugène Green,"Fabrizio Rongione, Christelle Prot, Ludovico Succio, Arianna Nastro","At the height of his career, Alexandre decides to set off for Italy with the idea of completing of a book on Borromini. Along with his wife Alienor feels her relationship with Alexandre is ...","French, Italian, English","France, Italy",2 wins & 2 nominations.,https://ia.media-imdb.com/images/M/MV5BMjExNDAwODEzMV5BMl5BanBnXkFtZTgwOTQyOTMxNTE@._V1_SX300.jpg,65,86,74,775,tt3182590,movie,18/08/2015,Kino Lorber Films,http://www.kinolorber.com/press-detail.php?id=1943
710,Labyrinth of Lies,Labyrinth of Lies,NA,R,6/11/2014,124 min,"Drama, History",Giulio Ricciarelli,"Elisabeth Burghardt (screenplay), Giulio Ricciarelli (screenplay), Elisabeth Burghardt (idea), Amelie Syberberg (collaboration on screenplay)","Alexander Fehling, André Szymanski, Friederike Becht, Johannes Krisch",A story that exposes the conspiracy of prominent German institutions and government branches to cover up the crimes of Nazis during World War II.,German,Germany,6 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BZmE5N2FkMDUtNDcxNi00MjUwLWExNDYtZmY4NGQ5NTg4OTQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,73,81,62,9596,tt3825638,movie,NA,Claussen Wöbke Putz Filmproduktion,http://upig.de/micro/im-labyrinth-des-schweigens.html
711,Lady Bird,Lady Bird,NA,R,1/12/2017,94 min,"Comedy, Drama",Greta Gerwig,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges","In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.","English, French, Latin",USA,Nominated for 5 Oscars. Another 102 wins & 191 nominations.,https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,75,99,94,137173,tt4925292,movie,6/03/2018,A24,http://ladybird.movie/
712,Lady Macbeth,Lady Macbeth,NA,R,14/07/2017,89 min,"Drama, Romance",William Oldroyd,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch","Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie","In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",English,UK,Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_SX300.jpg,69,90,76,12701,tt4291600,movie,17/10/2017,Roadside Attractions,http://www.ladymacbethfilm.com/
713,Lambert & Stamp,Lambert & Stamp,NA,R,3/04/2015,117 min,"Documentary, Biography, History",James D. Cooper,N/A,"Richard Barnes, Ritchie Blackmore, Heather Daltrey, Roger Daltrey",A documentary that reveals how the unlikely partnership between aspiring filmmakers Christopher Stamp and Kit Lambert produced one of the greatest rock bands in history: The Who.,"German, French, English",USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM2OTEyNTUwOF5BMl5BanBnXkFtZTgwMDU5Nzk4NDE@._V1_SX300.jpg,65,88,75,617,tt3458236,movie,18/08/2015,Sony Pictures Classics,http://www.lambertstampmovie.com/
714,Land of Mine,Land of Mine,NA,R,3/12/2015,100 min,"Drama, History, War",Martin Zandvliet,Martin Zandvliet,"Roland Møller, Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard","In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.","German, Danish, English","Denmark, Germany",Nominated for 1 Oscar. Another 27 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_SX300.jpg,78,91,75,23698,tt3841424,movie,6/06/2017,Sony Pictures Classics,http://sonyclassics.com/landofmine/
715,Landline,Landline,NA,R,21/07/2017,97 min,"Comedy, Drama",Gillian Robespierre,"Elisabeth Holm (story by), Gillian Robespierre (story by), Tom Bean (story by), Elisabeth Holm (screenplay by), Gillian Robespierre (screenplay by)","Jenny Slate, Jay Duplass, Abby Quinn, John Turturro","In 1995, a teenager living with her sister and parents in Manhattan discovers that her father is having an affair.",English,USA,1 nomination.,https://ia.media-imdb.com/images/M/MV5BMjQzODc2MzQ4MV5BMl5BanBnXkFtZTgwNTU4MjU1MjI@._V1_SX300.jpg,64,NA,66,2500,tt5737862,movie,4/04/2017,Magnolia Pictures,N/A
716,Last Cab to Darwin,Last Cab to Darwin,NA,N/A,10/06/2016,123 min,"Comedy, Drama, Romance",Jeremy Sims,"Reg Cribb (play), Reg Cribb, Jeremy Sims","Michael Caton, Ningali Lawford, Mark Coles Smith, Emma Hamilton","When Rex, a Broken Hill cab driver, is told he doesn't have long to live, he sets out on an epic journey to Darwin in a bid to die on his own terms.",English,Australia,6 wins & 24 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NDAwNTY1OV5BMl5BanBnXkFtZTgwODQwODg1NzE@._V1_SX300.jpg,72,91,70,2742,tt3680410,movie,NA,Last Cab Holdings,http://firstrunfeatures.com/lastcabtodarwin.html
717,Last Days in Vietnam,Last Days in Vietnam,NA,NOT RATED,17/01/2014,98 min,"Documentary, History, War",Rory Kennedy,"Mark Bailey, Keven McAlester","Richard Nixon, Henry Kissinger, Stuart Herrington, Juan Valdez","During the chaotic final weeks of the Vietnam War, the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground, ...",English,USA,Nominated for 1 Oscar. Another 4 wins & 10 nominations.,https://ia.media-imdb.com/images/M/MV5BMjIzOTU1Njg2M15BMl5BanBnXkFtZTgwMjg0NzI2MjE@._V1_SX300.jpg,76,95,86,3288,tt3279124,movie,28/04/2015,American Experience/PBS Films,http://www.lastdaysinvietnam.com/
718,Last Men in Aleppo,Last Men in Aleppo,NA,NOT RATED,27/06/2017,104 min,"Documentary, War","Feras Fayyad, Steen Johannessen(co-director)",Feras Fayyad,"Khaled Umar Harah, Batul, Mahmoud, Abu Umar","Khaled, Mahmoud, and Subhi volunteered at the white helmets trying to save lives of hundreds of victims at besieged city during the Syrian civil war.","Arabic, Arabic","Denmark, Syria",Nominated for 1 Oscar. Another 18 wins & 13 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMWEzMGUxNDMtN2Y3Ni00MThlLWI5ZTItYTMzMjZhMDEyZmIzXkEyXkFqcGdeQXVyNjU4Njk1NjA@._V1_SX300.jpg,75,100,80,1524,tt6333074,movie,27/03/2018,Grasshopper Film,http://grasshopperfilm.com/film/last-men-in-aleppo/
719,Lazer Team,Lazer Team,NA,PG-13,27/01/2016,102 min,"Action, Comedy, Sci-Fi",Matt Hullum,"Burnie Burns (story), Burnie Burns (screenplay), Chris Demarais (screenplay), Josh Flanagan (screenplay), Matt Hullum (screenplay)","Burnie Burns, Gavin Free, Michael Jones, Colton Dunn",Four losers are thrust into the position of saving the world when they stumble upon a UFO crash site and become genetically equipped to the battle suit on board.,English,USA,1 nomination.,https://ia.media-imdb.com/images/M/MV5BODU0MDM0ODMyN15BMl5BanBnXkFtZTgwMzk1MTk3NzE@._V1_SX300.jpg,56,56,42,8191,tt3864024,movie,2/08/2016,Rooster Teeth Productions,http://lazerteamthemovie.com/
720,League of Gods,League of Gods,NA,PG-13,29/07/2016,109 min,"Action, Fantasy",Koan Hui,"Cherryyoko (screenplay), Samson Sun (screenplay)","Jet Li, Bingbing Fan, Zhang Wen, Xiaoming Huang","Based on the 16th-century Chinese novel Feng Shen Yan Yi (The Investiture of the Gods), the story tells of how King Zhou of Shang becomes a tyrant due to the wiles of Daji, a vixen spirit who is disguised as one of his concubines.",Mandarin,Hong Kong,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjNjOTAyNWUtNGMxNi00MjZkLWFkZDItNWY4MTA0NGM3YWE4XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,47,NA,NA,1428,tt5481184,movie,NA,N/A,N/A
721,Lean on Pete,Lean on Pete,NA,R,6/04/2018,121 min,"Adventure, Drama",Andrew Haigh,"Andrew Haigh, Willy Vlautin (novel)","Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi","A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",English,UK,7 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,73,92,80,4528,tt5340300,movie,10/07/2018,A24,https://a24films.com/films/lean-on-pete
722,Leaning Into The Wind,Leaning Into the Wind: Andy Goldsworthy,NA,PG,8/04/2017,97 min,Documentary,Thomas Riedelsheimer,N/A,"Andy Goldsworthy, Holly Goldsworthy","Leaning into the Wind follows artist Andy Goldsworthy on his exploration of the world and himself through ephemeral and permanent workings on the landscape, cities and with his own body.","English, Portuguese, French","UK, Germany",2 nominations.,https://m.media-amazon.com/images/M/MV5BNjkxYWE0ODgtNmY5MC00OWE4LWFiNWYtZmZhN2Y5ZWZkZmY4XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,60,97,76,144,tt6263828,movie,NA,Magnolia Pictures,https://www.leaningintothewindfilm.com/
723,Leave No Trace,Leave No Trace,NA,PG,29/06/2018,109 min,Drama,Debra Granik,"Debra Granik (screenplay by), Anne Rosellini (screenplay by), Peter Rock (based on the novel ""My Abandonment"" by)","Thomasin McKenzie, Ben Foster, Jeffery Rifflard, Michael Draper","A father and his thirteen year-old daughter are living in an ideal existence in a vast urban park in Portland, Oregon, when a small mistake derails their lives forever.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE3OTI1MTU0OV5BMl5BanBnXkFtZTgwNTg1MzkzNTM@._V1_SX300.jpg,77,100,88,1067,tt3892172,movie,NA,Bleecker Street,https://www.bleeckerstreetmedia.com/leavenotrace
724,Legend,Legend,NA,R,20/11/2015,132 min,"Biography, Crime, Drama",Brian Helgeland,"Brian Helgeland, John Pearson (book)","Paul Anderson, Tom Hardy, Christopher Eccleston, Joshua Hill",Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,English,"UK, France, USA",6 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMDQ4MGY0NWUtY2MxOC00YzI5LTg0OTEtZjNmY2Q2ZmM0MTA1XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_SX300.jpg,70,61,55,126889,tt3569230,movie,1/03/2016,Universal Studios,http://www.legend-the-movie.com/
725,Legends from the Sky,Legends from the Sky,NA,N/A,30/01/2015,85 min,Sci-Fi,Travis Holt Hamilton,Travis Holt Hamilton,"Edsel Pete, Mia Sable, Chris Robinson, Ernest Tsosie III","A Native American Veteran, burdened by survivor's guilt after a disastrous military tour, is forced to search for his missing grandfather after his ancestral land is mysteriously taken over by an unknown federal organization.","English, Navajo",USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzOTk3NDQ3MF5BMl5BanBnXkFtZTgwODQ1OTE2MzE@._V1_SX300.jpg,66,NA,NA,47,tt3625220,movie,NA,Holt Hamilton Productions,http://www.holthamilton.com/
726,Les cowboys,Les Cowboys,NA,R,25/11/2015,104 min,Drama,Thomas Bidegain,"Laurent Abitbol (original idea), Thomas Bidegain (original idea), Thomas Bidegain (screenplay), Noé Debré (screenplay)","François Damiens, Finnegan Oldfield, Agathe Dronne, Ellora Torchia","When his daughter goes missing from their prairie town east of France, Alain and his young son, Kid, head out to find her. The journey takes the men to some far-off and unsettling places in what begins to feel like an endless quest.","English, French, Urdu",France,3 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyOTIwMzcxN15BMl5BanBnXkFtZTgwNzM4OTEwOTE@._V1_SX300.jpg,67,NA,67,1553,tt4228294,movie,NA,N/A,N/A
727,Let's Get Married,Let's Get Married,NA,N/A,2/04/2015,127 min,"Comedy, Romance",Jiang Liu,"Jiang Liu (screenplay), Hongwei Wang (screenplay), Yu Wang (screenplay), Nan Xu (screenplay)","Ivy Yi-Han Chen, Zuo Da, Yuanyuan Gao, Wu Jiang","Wenwen, the owner of a bridal boutique, longs to find Mr. Right and walk down the aisle in one of her beautiful wedding gowns. Yi Wen, a violinist, wavers over her engagement after meeting ...",Mandarin,China,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BOTEzNTI5MDM2M15BMl5BanBnXkFtZTgwMTM0Nzk3NTE@._V1_SX300.jpg,56,NA,NA,110,tt4572856,movie,NA,China Lion Film Distribution,http://www.letsgetmarriedmovie.com/
728,Let the Sunshine In,Let the Sunshine In,NA,N/A,27/09/2017,94 min,"Comedy, Drama, Romance",Claire Denis,"Christine Angot (screenplay), Claire Denis (screenplay), Roland Barthes (original book)","Juliette Binoche, Xavier Beauvois, Philippe Katerine, Josiane Balasko","Isabelle, Parisian artist, divorced mother, is looking for love, true love at last.",French,"France, Belgium",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZjQ5N2IyY2QtMDE3OS00ZGQxLTg3NmQtOGQzNmQwOTZiYWMzXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,61,NA,79,2629,tt6423776,movie,NA,N/A,N/A
729,Let there be Light,Let There Be Light,NA,PG-13,3/11/2017,100 min,Drama,Kevin Sorbo,"Dan Gordon, Sam Sorbo","Kevin Sorbo, Sam Sorbo, Daniel Roebuck, Donielle Artese",An atheist goes through a near-death experience in a car accident before converting to Christianity.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTY0MzBiNTgtMGYwNy00MjBkLWI5MGMtODk0M2IxZGY1Y2UwXkEyXkFqcGdeQXVyMTUzNjU3OQ@@._V1_SX300.jpg,47,100,NA,1727,tt5804314,movie,NA,EyeSteelFilm,http://fusion.film/
730,Let Yourself Go,Let Yourself Go,NA,N/A,13/04/2017,N/A,Comedy,Francesco Amato,"Francesco Amato, Francesco Bruni, Davide Lantieri","Toni Servillo, Verónica Echegui, Carla Signoris, Luca Marinelli",A psychoanalyst named Elia goes to the gym and meets a personal trainer who changes his life.,Italian,Italy,3 wins & 4 nominations.,https://ia.media-imdb.com/images/M/MV5BY2E1ZjhkNjUtZjJhOC00MDcwLWE2N2YtNzAzYTNmYWM4YzM0XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,62,NA,NA,483,tt4932388,movie,NA,Menemsha Films,N/A
731,Letters from Baghdad,Letters from Baghdad,NA,N/A,12/11/2016,95 min,Documentary,"Sabine Krayenbühl, Zeva Oelbaum",N/A,"Ammar Haj Ahmad, Adam Astill, Tom Chadbon, Simon Chandler","Gertrude Bell, the most powerful woman in the British Empire in her day, shaped the destiny of Iraq after WWI in ways that still reverberate today.","English, Arabic","UK, USA, France",2 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5Y2M3NDAtMzZlMy00NGY4LWE2MmYtMjdlZmYyZmVkMGUzXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,68,NA,71,207,tt6086614,movie,NA,N/A,N/A
732,Level Five,Level Five,NA,N/A,19/02/1997,106 min,"Documentary, Romance, War",Chris Marker,Chris Marker,"Catherine Belkhodja, Kenji Tokitsu, Nagisa Ôshima, Ju'nishi Ushiyama","The French computer programmer Laura inherits the task of making a computer game of the Battle of Okinawa during World War II. She searches the internet for information on the battle, and ...","French, Japanese, English",France,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNzcxNTAyM15BMl5BanBnXkFtZTgwNTkxNzU0MjE@._V1_SX300.jpg,71,NA,87,479,tt0116866,movie,NA,N/A,N/A
733,Li'l Quinquin,Li'l Quinquin,NA,N/A,18/09/2014,206 min,"Comedy, Crime, Mystery",N/A,N/A,"Alane Delhaye, Lucy Caron, Bernard Pruvost, Philippe Jore",A murder mystery that opens with the discovery of human body parts stuffed inside a cow on the outskirts of a small channel town in northern France.,"French, English",France,3 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU4Mjg3NjgzN15BMl5BanBnXkFtZTgwMzg0NzY4MzE@._V1_SX300.jpg,74,100,NA,1937,tt3053694,series,NA,NA,NA
734,Life of Riley,Life of Riley,NA,NOT RATED,26/03/2014,108 min,"Comedy, Drama, Romance",Alain Resnais,"Alan Ayckbourn (play), Laurent Herbiet (adaptation), Alain Resnais (adaptation), Jean-Marie Besset (dialogue)","Sabine Azéma, Sandrine Kiberlain, Caroline Silhol, André Dussollier","In the midst of rehearsals for a new play, amateur dramatics proponents Colin and Kathryn receive the shattering news that their friend George is fatally ill and only has a few months to live.",French,France,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjM4M2NlMzItZTk2Mi00YzEyLTg0MWItYWYxOTE0OTJkNmNjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,60,81,70,1058,tt2751390,movie,10/03/2015,Kino Lorber Films,http://www.kinolorber.com/film.php?id=1684
735,Life of the Party,Life of the Party,NA,PG-13,11/05/2018,105 min,Comedy,Ben Falcone,"Ben Falcone, Melissa McCarthy","Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@._V1_SX300.jpg,54,38,46,9902,tt5619332,movie,7/08/2018,New Line Cinema,https://www.facebook.com/LifeOfThePartyMovie/
736,Life Partners,Life Partners,NA,R,6/11/2014,93 min,"Comedy, Romance",Susanna Fogel,"Susanna Fogel, Joni Lefkowitz","Leighton Meester, Gillian Jacobs, Gabourey Sidibe, Beth Dover",Sasha and Paige's co-dependent friendship is tested as Paige gets serious with a guy for the first time.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNTIzNzM1Njg3NV5BMl5BanBnXkFtZTgwMTEzNTk4MjE@._V1_SX300.jpg,62,64,57,7561,tt2870808,movie,3/03/2015,Magnolia Pictures,http://www.facebook.com/LifePartnersMovie
737,"Life, Animated","Life, Animated",NA,PG,20/10/2016,92 min,"Documentary, Comedy, Drama",Roger Ross Williams,Ron Suskind (based on the book by),"Jonathan Freeman, Gilbert Gottfried, Alan Rosenblatt, Owen Suskind","A coming of age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",English,USA,Nominated for 1 Oscar. Another 13 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwNTMzODI4Nl5BMl5BanBnXkFtZTgwMjM2NTQxOTE@._V1_SX300.jpg,75,94,75,4575,tt3917210,movie,11/10/2016,A&E IndieFilms,http://www.lifeanimateddoc.com/
738,Lights Out,Lights Out,NA,PG-13,22/07/2016,81 min,Horror,David F. Sandberg,"Eric Heisserer (screenplay), David F. Sandberg (based on the short film by)","Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",English,USA,3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1OTkxNDgyMV5BMl5BanBnXkFtZTgwMjEzNTc0ODE@._V1_SX300.jpg,63,76,58,91735,tt4786282,movie,25/10/2016,RatPac-Dune Entertainment,http://www.lightsoutmovie.com/
739,Like Arrows,Like Arrows,NA,N/A,1/05/2018,100 min,Drama,Kevin Peeples,"Alex Kendrick (Written By), Bob Lepine (Written By), Dinika Peeples (story by), Kevin Peeples (Written By), Kevin Peeples (story by)","Victoria Anastasi, Carter Babcock, Elizabeth Becka, Les Best","When conflict, rebellion and resentment overwhelm their family, Charlie and Alice are forced to change their parenting strategy, and are surprised to find effective, life-long solutions were closer than they imagined.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzQzZWQ0MDUtNTVhOC00ZGRkLWIwNTEtMGZlMDcyYjgyNzYwXkEyXkFqcGdeQXVyMjI0NjI0Nw@@._V1_SX300.jpg,74,NA,NA,55,tt6495388,movie,NA,Fathom Events,N/A
